29	38d6gb7o	2.345527648925781
29	eje3i558	2.335827350616455
29	7qd8z5e7	2.3067638874053955
29	74xvvwrw	2.302010536193848
29	5vgfliv0	2.299558639526367
29	yv2gjjzg	2.2319278717041016
29	uuy94dwa	2.1825144290924072
29	qrfx165d	2.180927038192749
29	2cvvkrx9	2.1807141304016118
29	eja8fkwv	2.16345477104187
49	kqanoog7	2.169088840484619
49	qg01p4bq	2.11004638671875
49	8aezcyf9	2.053215265274048
49	5lhvix51	2.0522310733795166
49	eg84q35t	2.027268648147583
49	9iuesnxo	2.023678064346313
49	qyo9x78w	2.020873069763184
49	871812f7	2.0203075408935547
49	q5i8lpan	2.0202560424804688
49	58sc6xgq	2.018122911453247
41	97mg41jl	2.0379748344421387
41	ujlsdpzf	2.035266160964966
41	ey1sqch4	2.0041160583496094
41	crqvdk4k	2.0035505294799805
41	i6a26q3j	1.9958419799804688
41	fs983x5g	1.988215446472168
41	9zjtwp19	1.9769201278686523
41	cv3op3bb	1.9714815616607664
41	vgtc0k3a	1.9520626068115237
41	92o3dujh	1.949259042739868
20	nxrg9fi6	2.1926374435424805
20	3ljfeizg	2.185594320297241
20	z3l6eden	2.1746022701263428
20	53107z56	2.1592087745666504
20	paxcmex6	2.139433622360229
20	aqh90wmk	2.135662078857422
20	3l1nru0l	2.103163480758667
20	d9wfmvp8	2.101992130279541
20	4ti8l2ea	2.094702959060669
20	gwnb6ofi	2.0938525199890137
40	miujzgtd	1.9812301397323608
40	a51vkiei	1.9687411785125728
40	1vhxcbx7	1.932809948921204
40	5mh3ds6y	1.9107282161712649
40	r0gr0bhl	1.9107192754745483
40	fglghjy6	1.90021014213562
40	bsypo08l	1.8976175785064695
40	msggi1p2	1.8840467929840088
40	5od0tegt	1.870912313461304
40	sd0ah7k5	1.8662289381027224
48	x6x6a35w	2.094475269317627
48	22y5ewq6	2.063340425491333
48	arzbu37s	2.0540027618408203
48	5eg7hf6r	2.0508861541748047
48	4nv1kedt	2.037972450256348
48	sx4yih5m	2.0368881225585938
48	17a70tu9	2.0275144577026367
48	k36e2sob	2.008824825286865
48	qz6w094y	2.00216007232666
48	xu7bazzw	1.9979021549224851
8	luqlfphw	2.0053911209106445
8	srpgfh3h	1.999207019805908
8	zscviypa	1.9828882217407229
8	w0sb4qnl	1.9823039770126345
8	rb5o20j2	1.9709315299987795
8	4amnl029	1.965394735336304
8	hnbatlj0	1.9636259078979488
8	ckecol7i	1.959967374801636
8	gkv76mlw	1.9551467895507808
8	d5v8xstx	1.9478681087493896
43	v9fdn4uu	1.959911823272705
43	1uwdekl3	1.9540648460388184
43	daxggfj5	1.946943759918213
43	qaa2e83a	1.9342267513275144
43	miem1poh	1.9275639057159424
43	7eksp1sj	1.922997236251831
43	onxosato	1.9185220003128047
43	luef3iok	1.906006097793579
43	427mkwsj	1.9038784503936768
43	ub0tl046	1.895174264907837
38	7yscd9gc	2.019474506378174
38	56u94l95	2.0019690990448
38	shcjr2z9	1.9631803035736084
38	3xikq0ef	1.951537847518921
38	klcf0eqc	1.949459791183472
38	87oqu4gx	1.9455335140228271
38	uxehz43v	1.929438591003418
38	yrbud0iq	1.925212383270264
38	xm0n9iu4	1.9250671863555908
38	z2l2vn1o	1.9046441316604612
23	6xntcvmb	2.07250452041626
23	bzz8ydcs	2.0568177700042725
23	7xqmuoye	1.8891156911849976
23	a0ra5stk	1.8881182670593264
23	io8hm94a	1.881690502166748
23	ba5zus8h	1.870352864265442
23	h7x4yzet	1.863718032836914
23	v7xow9kw	1.8608975410461424
23	2s03ngzm	1.853366732597351
23	z28bws23	1.8513200283050537
